ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
613,Toby Collyer,Collyer,MID,Man Utd,,0,1,187,407,,-1,0,0,45,0,0,0,0,0.01,0.02,0.01,0.02,0,0,1,2,1.03,2.06,0,0,0,0,0,0,0,0,12,14.2,12.6,2,2.9,192,411,199,356,206,392,199,413,1,25,9921,81,8027,0.2,0,0,566,0
648,Ethan Wheatley,Wheatley,FWD,Man Utd,,1.8,0,60,650,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,644,59,641,58,624,58,646,0,2964,413717,4562,254594,0,0,0,602,0
652,Manuel Ugarte,Ugarte,MID,Man Utd,,0.1,1.4,161,338,,0.4,1.4,6,590,0,0,0.04,0.01,0.36,0.05,0.4,0.06,1,0.15,9,1.37,9.32,1.42,0,0,0,3,0,0,0,0,90,105.6,93.4,7,20.3,117,264,122,191,194,359,142,280,15,234,23186,329,17796,3.1,0.3,1.4,223,0
667,Jack Fletcher,Fletcher,MID,Man Utd,,0,0,280,641,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,634,280,631,273,614,278,636,0,14,823,23,496,0,0,0,593,0
670,Harry Amass,Amass,DEF,Man Utd,,0,0,202,547,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,541,201,522,188,486,203,543,0,108,2494,96,1239,0,0,0,470,0
673,Jayce Fitzgerald,Fitzgerald,MID,Man Utd,,0,0,285,647,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,641,285,638,278,621,283,643,0,16,296,13,148,0,0,0,599,0
691,Godwill Kukonki,Kukonki,DEF,Man Utd,,0,0,200,545,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,539,199,520,186,484,201,541,0,25,198,22,72,0,0,0,468,0
390,Alex Murphy,A.Murphy,DEF,Newcastle,,0.8,0,196,541,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,536,196,517,182,480,198,538,0,823,71816,1397,79688,0,0,0,464,0
391,Miguel AlmirÛn Rejala,AlmirÛn,MID,Newcastle,,0.4,1.2,179,368,,0.2,0.2,1,119,0,0,0.47,0.36,0.15,0.11,0.62,0.47,0,0,3,2.27,2.73,2.06,0,0,0,0,0,0,0,0,20,4.2,19.1,36,5.9,214,450,187,334,146,263,189,387,7,355,37428,651,104038,1.3,0,0.2,392,0
392,Harvey Barnes,Barnes,MID,Newcastle,,2.1,3.8,30,67,,2.4,2.4,6,718,5,1,2.05,0.26,1.94,0.24,3.99,0.5,1,0.13,13,1.63,11.8,1.48,0,0,0,0,0,0,0,9,209,243.2,169.1,258,67.2,38,113,79,109,32,51,44,70,61,2736,688863,9702,561894,9.8,0.4,2.4,133,0
393,Sven Botman,Botman,DEF,Newcastle,Knee injury - Expected back 15 Jan,0,0,221,572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,566,221,557,215,532,222,568,0,12,950,14,1855,0,0,0,513,0
394,Bruno Guimar„es Rodriguez Moura,Bruno G.,MID,Newcastle,,1.7,3.1,50,116,,4.2,4.2,16,1396,1,3,1.81,0.12,1.47,0.09,3.28,0.21,4,0.26,21,1.35,20.3,1.31,0,0,0,3,0,0,0,2,255,272.6,257.2,132,66.3,31,88,39,50,81,123,50,76,49,6039,101747,1499,281565,8,0.7,4.2,49,0
395,Dan Burn,Burn,DEF,Newcastle,,6.8,2.5,49,172,,2.2,2.2,15,1350,0,0,0.7,0.05,0.25,0.02,0.95,0.07,4,0.27,19,1.27,19.73,1.32,1,0,0,5,0,0,0,4,160,246.2,29.4,105,38.1,43,111,93,305,20,146,55,191,38,9223,432342,4043,1303406,8.6,0.5,2.2,135,0
396,Martin D˙bravka,D˙bravka,GKP,Newcastle,,0.6,6,1,6,,1.2,1.2,1,90,0,0,0,0,0,0,0,0,1,1,0,0,0.19,0.19,0,0,0,0,0,1,1,0,21,12.4,0,0,1.2,35,414,45,533,36,501,35,449,6,10055,30228,542,89125,1.4,0.3,1.2,231,0
398,Anthony Gordon,Gordon,MID,Newcastle,,9,4.1,19,45,,4.4,4.4,14,1183,3,3,5.06,0.38,2.67,0.2,7.73,0.58,5,0.38,14,1.07,16.57,1.26,0,0,1,1,0,0,0,6,258,288,478.9,383,115.1,23,75,7,8,13,25,12,15,61,25086,817555,8917,2368395,8.5,0.6,4.4,47,0
399,Lewis Hall,Hall,DEF,Newcastle,,8.9,3.2,24,94,,4,4,13,1227,0,3,0.27,0.02,2.37,0.17,2.64,0.19,4,0.29,16,1.17,15.45,1.13,0,0,0,3,0,0,0,5,242,345.2,347.8,73,76.9,11,41,5,32,48,198,7,52,52,165083,1008942,1864,528357,11.3,0.9,4,54,1
400,Isaac Hayden,Hayden,MID,Newcastle,,0.1,0,230,570,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,564,230,554,220,530,228,566,0,138,8317,145,9551,0,0,0,510,0
401,Alexander Isak,Isak,FWD,Newcastle,,26.5,5.7,4,11,,6.6,6.6,14,1128,7,4,7.01,0.56,2,0.16,9.01,0.72,3,0.24,19,1.52,16.94,1.35,0,0,0,0,0,0,0,14,305,379.2,272.8,492,113.8,4,28,2,47,4,9,4,16,80,253099,2810652,3791,5736505,9.2,0.8,6.6,11,1
402,Jacob Murphy,J.Murphy,MID,Newcastle,,0.6,3.2,40,97,,4.6,4.6,9,710,2,4,1.66,0.21,1.75,0.22,3.41,0.43,2,0.25,10,1.27,8.3,1.05,0,0,0,2,0,0,0,1,138,195.8,191.4,138,52.4,60,158,71,90,73,112,68,117,42,22719,62097,845,208081,8.6,0.9,4.6,37,1
403,Joelinton C·ssio Apolin·rio de Lira,Joelinton,MID,Newcastle,Suspended until 26 Dec,1.3,2.8,65,152,,1.8,0,16,1320,2,0,2.01,0.14,1.09,0.07,3.1,0.21,4,0.27,19,1.3,18.44,1.26,0,0,0,5,0,0,0,6,173,231.6,232.8,260,72.7,45,126,50,63,30,48,37,59,45,212,327355,8430,353602,7.5,0.3,1.8,190,2
404,Lloyd Kelly,Kelly,DEF,Newcastle,,0.1,1.2,115,358,,0,0,4,295,0,1,0.36,0.11,0.11,0.03,0.47,0.14,0,0,6,1.83,5.55,1.69,0,0,0,2,0,0,0,0,36,79.6,28.1,14,12,106,297,95,307,104,320,109,330,10,71,8927,176,15672,2.3,0,0,501,0
405,Emil Krafth,Krafth,DEF,Newcastle,Shoulder injury - Expected back 15 Jan,0.1,3.3,19,84,,0,0,2,240,0,0,0.04,0.02,0.03,0.01,0.07,0.03,1,0.38,2,0.75,5.07,1.9,0,0,0,0,0,0,0,0,34,44.2,10.9,11,6.6,123,353,119,363,113,335,124,376,10,2,11706,114,18713,2.3,0,0,496,0
406,Garang Kuol,Kuol,MID,Newcastle,,0,0,238,583,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,576,238,571,229,548,236,578,0,187,5589,112,6153,0,0,0,530,0
407,Jamaal Lascelles,Lascelles,DEF,Newcastle,Knee injury - Expected back 01 Feb,0,0,226,589,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,582,226,577,221,555,226,584,0,7,658,4,661,0,0,0,536,0
408,Jamal Lewis,Lewis,DEF,Newcastle,Loaned to  Sao Paulo,0.2,0,171,500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,495,172,476,155,436,173,497,0,0,11493,130,38258,0,0,0,420,0
409,Tino Livramento,Livramento,DEF,Newcastle,,2.1,2.3,61,203,,2,2,13,1130,0,0,0.04,0,0.44,0.04,0.48,0.04,3,0.24,18,1.43,16.43,1.31,0,0,0,0,0,0,0,2,146,221.8,129.7,19,37,55,137,33,154,98,309,56,194,37,2985,316389,1712,271210,8.2,0.4,2,158,0
410,Sean Longstaff,Longstaff,MID,Newcastle,,0.6,1.6,138,299,,1.2,1.2,8,681,0,1,0.6,0.08,0.22,0.03,0.82,0.11,2,0.26,10,1.32,8.92,1.18,0,0,0,2,0,0,0,0,97,90.4,71.9,74,23.6,131,286,140,223,117,195,134,269,24,693,69594,1745,124045,5.1,0.3,1.2,239,0
411,Lewis Miley,Miley,MID,Newcastle,,0,0,310,686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,686,310,683,308,679,310,686,0,30,911,49,826,0,0,0,670,0
412,Odysseas Vlachodimos,Odysseas,GKP,Newcastle,,0.1,0,68,561,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,555,54,545,46,514,68,557,0,143,1795,118,7633,0,0,0,495,0
413,Nick Pope,Pope,GKP,Newcastle,Knee injury - Expected back 15 Jan,5.5,3.2,15,98,,0.2,0,15,1350,0,0,0,0,0,0,0,0,3,0.2,21,1.4,20.45,1.36,0,0,0,2,0,54,3.6,2,188,392.4,0,0,39.1,7,24,68,669,66,665,7,186,48,107,629589,52777,821074,9.6,0.2,1,262,1
414,John Ruddy,Ruddy,GKP,Newcastle,,0.3,0,43,489,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,483,18,462,8,420,43,485,0,78,17661,255,17958,0,0,0,405,0
415,Fabian Sch‰r,Sch‰r,DEF,Newcastle,,1.9,2.7,44,159,,3.2,3.2,14,1197,2,0,1.31,0.1,0.6,0.05,1.91,0.15,3,0.23,19,1.43,15.58,1.17,0,0,0,4,1,0,0,0,142,295,38,93,42.1,24,66,84,287,32,167,46,166,38,11452,205587,2472,229324,7,0.6,3.2,88,0
416,Matt Targett,Targett,DEF,Newcastle,,0.3,0,169,496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,490,169,471,152,431,170,492,0,198,29271,415,45851,0,0,0,414,0
417,Sandro Tonali,Tonali,MID,Newcastle,,0.3,1.6,143,306,,1.6,1.6,7,737,0,1,1.23,0.15,0.36,0.04,1.59,0.19,2,0.24,10,1.22,10.21,1.25,0,0,0,4,0,0,0,0,126,125.8,94.7,97,31.8,104,242,120,189,100,159,113,221,22,678,61851,824,50048,4,0.3,1.6,205,0
418,Kieran Trippier,Trippier,DEF,Newcastle,,3.3,2,77,254,,0.6,0.6,3,317,0,0,0.03,0.01,0.25,0.07,0.28,0.08,1,0.28,4,1.14,4.87,1.38,0,0,0,0,0,0,0,2,57,52,74.9,11,13.8,117,342,55,219,115,338,105,323,16,3785,92165,2130,1096415,2.9,0.1,0.6,321,0
419,Joe White,White,MID,Newcastle,Loaned to MK Dons,0.1,0,251,607,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,600,251,596,244,577,249,602,0,0,12007,112,40957,0,0,0,555,0
420,Joe Willock,Willock,MID,Newcastle,,0.2,1.5,147,316,,0.5,1,5,452,0,1,0.51,0.1,0.52,0.1,1.03,0.2,2,0.4,4,0.8,6.37,1.27,0,0,0,2,0,0,0,0,73,74.8,137.9,80,29.3,143,306,95,136,112,183,119,233,19,128,33181,517,36090,4,0.2,1,261,0
421,Callum Wilson,Wilson,FWD,Newcastle,Hamstring injury - Expected back 15 Feb,0.1,0.8,49,464,,0,0,0,57,0,0,0,0,0,0,0,0,0,0,2,3.16,1.17,1.85,0,0,0,1,0,0,0,0,6,2,1.7,8,1.1,48,463,47,418,44,352,48,451,3,52,5517,476,10849,0.4,0.1,0.6,322,0
574,Miodrag Pivaö,Pivas,DEF,Newcastle,Loaned to Willem II,0.1,0,203,548,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,542,202,523,189,487,204,544,0,0,2653,52,10628,0,0,0,471,0
590,William Osula,Osula,FWD,Newcastle,,0.2,1,44,433,,0.2,0.2,0,27,0,0,0,0,0.02,0.07,0.02,0.07,0,0,1,3.33,0.48,1.6,0,0,0,0,0,0,0,0,12,2.2,10.3,2,1.5,47,459,42,368,48,401,46,446,5,309,19482,238,22973,1,0,0.2,385,0
26,√lex Moreno Lopera,√lex Moreno,DEF,Nott'm Forest,,0.6,2.7,43,156,,0,0.6,10,787,0,1,0.17,0.02,0.81,0.09,0.98,0.11,3,0.34,13,1.49,10.56,1.21,0,0,0,2,0,0,0,1,107,156.6,78.6,25,26,79,206,53,210,89,287,80,252,30,308,89063,1583,101884,6.8,0.1,0.6,307,1
422,Ola Aina,Aina,DEF,Nott'm Forest,,14.7,3.8,10,58,,2.4,2.4,16,1373,1,0,0.11,0.01,1.14,0.07,1.25,0.08,5,0.33,18,1.18,16.52,1.08,0,0,0,2,0,0,0,10,237,273.6,136.4,31,44.1,31,86,27,139,84,274,41,156,60,27996,2133283,26602,728664,12.2,0.5,2.4,123,3
423,Elliot Anderson,Anderson,MID,Nott'm Forest,,0.2,2.9,57,136,,3.2,3.2,11,904,0,5,0.86,0.09,1.88,0.19,2.74,0.28,4,0.4,12,1.19,10.55,1.05,0,0,0,3,0,0,0,4,234,273.6,349.7,164,78.6,30,87,24,28,61,96,31,47,44,1440,33160,347,32760,8.8,0.6,3.2,85,0
424,Taiwo Awoniyi,Awoniyi,FWD,Nott'm Forest,,0.3,1.1,40,373,,0.8,0.8,2,198,0,0,0.44,0.2,0.09,0.04,0.53,0.24,0,0,3,1.36,2.63,1.2,0,0,0,0,0,0,0,0,30,12.2,22.3,44,7.3,39,416,38,327,38,253,39,368,12,346,29721,442,96543,2.2,0.1,0.8,299,0
425,Willy Boly,Boly,DEF,Nott'm Forest,,0.1,1.3,109,344,,0.2,0.2,1,92,0,0,0.07,0.07,0,0,0.07,0.07,0,0,1,0.98,1.27,1.24,0,0,0,0,0,0,0,0,19,39.2,0.2,17,5.6,130,363,160,444,102,316,131,390,4,167,7770,130,22623,1,0,0.2,366,0
426,Josh Bowler,Bowler,MID,Nott'm Forest,Loaned to  Preston North End,0,0,244,598,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,591,244,587,237,568,242,593,0,0,1220,20,6101,0,0,0,546,0
427,Carlos Miguel dos Santos Pereira,C.Miguel,GKP,Nott'm Forest,,0.2,0,66,558,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,552,48,538,39,506,66,554,0,97,8866,153,28972,0,0,0,489,0
428,Eric da Silva Moreira,Da Silva Moreira,MID,Nott'm Forest,,0.1,1,185,403,,0.2,0.2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.31,1,0,0,0,0,0,0,0,0,9,5.2,0.3,0,0.6,211,444,225,438,230,549,218,458,2,195,10962,259,11053,0.5,0,0.2,374,0
429,Danilo dos Santos de Oliveira,Danilo,MID,Nott'm Forest,Ankle injury - Unknown return date,0,1,198,421,,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0.28,1.8,0,0,0,0,0,0,0,0,1,0,0.1,0,0,292,658,229,450,290,642,293,659,1,10,587,15,5363,0.2,0,0,625,0
430,Emmanuel Dennis,Dennis,FWD,Nott'm Forest,,0.3,0,65,669,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,667,64,663,64,656,64,667,0,334,41957,550,46740,0,0,0,642,0
431,Nicol·s DomÌnguez,Dominguez,MID,Nott'm Forest,,0,1.4,159,336,,1.4,1.4,9,775,0,0,1.19,0.14,0.3,0.03,1.49,0.17,2,0.23,11,1.28,11.07,1.29,0,0,0,4,0,0,0,0,99,133.8,83.9,125,34.3,98,231,129,204,84,128,106,205,19,75,3473,83,4459,4,0.3,1.4,221,0
432,Anthony Elanga,Elanga,MID,Nott'm Forest,,0.7,2.2,97,222,,2.2,2.2,10,817,1,2,1.06,0.12,1.49,0.16,2.55,0.28,3,0.33,12,1.32,10.83,1.19,0,0,0,1,0,0,0,0,128,136.6,227,148,51.5,93,226,53,67,65,102,71,123,36,1583,70679,903,227224,7.1,0.4,2.2,146,0
433,Morgan Gibbs-White,Gibbs-White,MID,Nott'm Forest,,1.3,3.8,31,68,,4.8,4.8,12,934,2,2,1.63,0.16,2.44,0.24,4.07,0.4,4,0.39,12,1.16,10.52,1.01,0,0,0,3,1,0,0,8,179,229.4,322.4,291,84.3,46,130,30,36,23,38,28,39,45,9923,217432,1667,560227,7.1,0.8,4.8,33,1
434,Callum Hudson-Odoi,Hudson-Odoi,MID,Nott'm Forest,,1.8,3.3,38,88,,2.4,2.4,13,1140,2,2,1.3,0.1,1.3,0.1,2.6,0.2,5,0.39,12,0.95,10.49,0.83,0,0,0,1,0,0,0,3,221,210.6,362,209,77.8,54,149,23,27,40,65,32,50,50,2403,320691,5473,482959,9.3,0.4,2.4,130,1
435,Alex Mighten,Mighten,MID,Nott'm Forest,Season long loan to Port Vale,0,0,243,597,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,590,243,586,236,567,241,592,0,0,689,13,3906,0,0,0,545,0
436,Murillo Santiago Costa dos Santos,Murillo,DEF,Nott'm Forest,Knock - 75% chance of playing,3.6,3.4,17,81,,2.2,1.7,16,1417,1,0,1.01,0.06,0.64,0.04,1.65,0.1,5,0.32,19,1.21,17.45,1.11,0,0,0,2,0,0,0,4,224,386.8,132.6,127,64.8,7,27,30,146,13,125,12,80,55,2046,471099,19255,155681,12,0.5,2.2,139,0
437,Neco Williams,N.Williams,DEF,Nott'm Forest,,0.4,1.7,91,289,,1.8,1.8,6,643,0,0,0.73,0.1,0.33,0.05,1.06,0.15,2,0.28,6,0.84,6.75,0.94,0,0,0,4,0,0,0,0,87,129.2,87.7,97,31.6,88,237,47,197,27,158,68,222,22,1075,49493,474,64190,5.1,0.4,1.8,174,0
438,Omar Richards,O.Richards,DEF,Nott'm Forest,Loaned to Rio Ave,0,0,228,593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,586,228,582,223,562,228,588,0,0,33,5,4731,0,0,0,540,0
439,Lewis O'Brien,O'Brien,MID,Nott'm Forest,On loan to Los Angeles Football Club for the rest of the season,0,0,304,676,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,675,304,672,302,668,304,675,0,0,0,0,120,0,0,0,657,0
440,Andrew Omobamidele,Omobamidele,DEF,Nott'm Forest,,0.1,0,217,567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,561,217,551,209,524,218,563,0,21,1082,45,4844,0,0,0,505,0
441,Jonathan Panzo,Panzo,DEF,Nott'm Forest,On a season long loan to Rio Ave,0,0,173,504,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,499,174,480,157,440,175,501,0,0,0,0,121,0,0,0,424,0
442,Ibrahim SangarÈ,SangarÈ,MID,Nott'm Forest,Hamstring injury - Unknown return date,0.7,1.3,166,348,,0,0,3,212,0,0,0.02,0.01,0.06,0.03,0.08,0.04,1,0.42,2,0.85,1.98,0.84,0,0,0,2,0,0,0,0,26,38.8,16.4,19,7.4,169,364,193,341,171,308,180,365,4,59,167131,1213,311923,0.9,0,0,511,0
443,Matz Sels,Sels,GKP,Nott'm Forest,,8,4,7,47,,2.8,2.8,16,1440,0,1,0,0,0.04,0,0.04,0,5,0.31,19,1.19,17.5,1.09,0,0,0,2,0,44,2.75,6,208,357.2,0.1,0,36,11,34,11,449,61,638,11,198,64,18402,1072681,8832,374785,13.6,0.6,2.8,100,1
444,Harry Toffolo,Toffolo,DEF,Nott'm Forest,,0.1,1,137,393,,0,0,0,36,0,0,0.02,0.05,0.01,0.02,0.03,0.07,0,0,1,2.5,0.67,1.68,0,0,0,0,0,0,0,0,0,9.6,3,6,1.9,149,427,142,406,123,361,151,437,1,26,1445,49,6016,0.2,0,0,497,0
446,Hwang Ui-jo,Ui-jo,FWD,Nott'm Forest,Transferred to Alanyaspor,1.2,0,53,591,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,584,51,580,50,560,50,586,0,0,317328,1425,369493,0,0,0,538,0
447,Chris Wood,Wood,FWD,Nott'm Forest,,23.9,5.6,5,12,,4.4,4.4,15,1234,10,0,6.14,0.45,0.2,0.01,6.34,0.46,6,0.44,16,1.17,14.14,1.03,0,0,0,1,0,0,0,20,350,373.2,109,431,91.6,5,30,22,173,7,15,7,28,90,76344,3747530,31829,1831257,13.6,0.7,4.4,45,1
448,Joe Worrall,Worrall,DEF,Nott'm Forest,Transferred to Burnley,0,0,229,594,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,587,229,583,224,563,229,589,0,0,71,11,5119,0,0,0,541,0
449,Ryan Yates,Yates,MID,Nott'm Forest,Ankle injury - 75% chance of playing,0.2,2.4,79,190,,1.8,1.4,12,1188,1,1,1.72,0.13,0.39,0.03,2.11,0.16,4,0.3,15,1.14,15.57,1.18,0,0,0,4,0,0,0,3,183,177.2,167.9,183,52.8,74,186,80,113,50,83,67,115,39,64,56176,1196,52781,8,0.4,1.8,180,0
531,James Ward-Prowse,Ward-Prowse,MID,Nott'm Forest,,0.5,1.3,173,357,,0.4,0.4,5,394,0,0,0.06,0.01,0.39,0.09,0.45,0.1,1,0.23,8,1.83,5.54,1.27,0,0,0,0,1,0,0,0,44,45.6,60.9,9,11.6,166,350,153,246,188,350,165,335,9,220,22799,542,158511,1.5,0.1,0.4,353,0
573,Nikola Milenkovi?,Milenkovi?,DEF,Nott'm Forest,,2.2,3.9,8,50,,4.6,4.6,15,1350,2,1,2.53,0.17,0.44,0.03,2.97,0.2,5,0.33,18,1.2,16.28,1.09,0,0,0,2,0,0,0,1,196,291.2,48.2,160,49.7,26,72,75,270,8,100,32,133,59,52595,271912,1286,70570,12.8,1,4.6,36,0
596,Jo„o Pedro Ferreira Silva,Jota Silva,MID,Nott'm Forest,,0.1,1.5,153,324,,2.2,2.2,3,494,0,2,0.52,0.09,1.53,0.28,2.05,0.37,1,0.18,9,1.64,7.38,1.34,0,0,0,2,0,0,0,0,92,69,116.3,95,28.2,147,314,111,167,102,163,124,241,23,257,11750,298,17911,3.9,0.4,2.2,148,0
620,RamÛn Sosa,Sosa,MID,Nott'm Forest,,0,1.5,152,323,,0.6,0.6,0,140,1,0,0.79,0.51,0.3,0.19,1.09,0.7,0,0,2,1.29,1.01,0.65,0,0,0,0,0,0,0,0,62,65.6,85.5,50,20,151,320,127,199,132,240,144,282,15,44,3877,76,3743,2.7,0.1,0.6,320,0
653,Felipe Rodrigues da Silva,Morato,DEF,Nott'm Forest,,0,1,144,406,,0.8,0.8,0,166,0,0,0,0,0.01,0.01,0.01,0.01,0,0,1,0.54,2.35,1.27,0,0,0,0,0,0,0,0,41,61.6,3.2,0,6.5,114,329,141,405,227,586,125,378,9,111,2601,82,1886,2,0.2,0.8,283,0
14,Aaron Ramsdale,Ramsdale,GKP,Southampton,Hand injury - Expected back 22 Dec,1.3,2.9,21,126,,0,0,9,810,0,0,0,0,0.01,0,0.01,0,1,0.11,19,2.11,20.33,2.26,0,0,0,1,0,36,4,2,102,261.6,0,0,26.2,15,94,58,559,50,535,15,250,26,77,257511,2759,236773,5.9,0,0,516,1
27,Cameron Archer,Archer,FWD,Southampton,,2.2,2.2,29,219,,0.6,1.1,9,844,2,0,4.35,0.46,0.37,0.04,4.72,0.5,1,0.11,17,1.81,22.78,2.43,0,0,1,0,0,0,0,4,93,90.2,38.9,258,38.8,27,287,32,286,19,50,26,188,35,5091,443380,5953,361374,7,0.3,1.6,204,1
188,Lesley Ugochukwu,Ugochukwu,MID,Southampton,,0.3,1,188,408,,-0.8,-0.3,2,208,0,0,0.21,0.09,0.06,0.03,0.27,0.12,0,0,8,3.46,5.96,2.58,0,0,0,1,0,0,0,0,18,22.8,30.8,6,5.9,181,388,177,300,196,367,187,385,6,63,44266,460,52836,1.3,0,0.2,378,0
397,Ryan Fraser,Fraser,MID,Southampton,,0,0.9,219,448,,0,0.5,4,301,0,0,0.02,0.01,0.1,0.03,0.12,0.04,0,0,12,3.59,10.12,3.03,0,0,0,0,1,0,0,0,28,35.8,26.5,13,6.7,171,367,182,313,176,325,184,373,6,7,2032,23,4016,1.2,0.2,1,260,0
450,Carlos Alcaraz Dur·n,Alcaraz,MID,Southampton,Permanent transfer to Flamengo,0,1,207,432,,0,0,0,9,0,0,0.07,0.7,0.03,0.3,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19,4.3,207,434,196,344,173,312,195,401,1,0,1072,6,9907,0.2,0,0,650,0
451,Samuel Amo-Ameyaw,Amo-Ameyaw,MID,Southampton,,0.1,0.5,226,472,,-1,-0.5,0,26,0,0,0.02,0.07,0.13,0.45,0.15,0.52,0,0,0,0,1.11,3.84,0,0,0,1,0,0,0,0,1,4,16.1,6,2.6,215,452,195,343,195,364,203,420,1,206,19993,374,19867,0.2,0,0,525,0
452,Joe Aribo,Aribo,MID,Southampton,,0.1,2.4,78,189,,1.6,2.1,8,900,2,0,2.2,0.22,0.99,0.1,3.19,0.32,0,0,26,2.6,28.67,2.87,0,0,0,0,0,0,0,3,185,196.2,136.2,182,51.7,59,157,97,141,51,84,70,121,36,74,11611,141,12440,7.3,0.5,2.6,111,0
453,Adam Armstrong,Armstrong,FWD,Southampton,,1,2.5,25,179,,2.4,2.9,10,852,2,2,2.9,0.31,0.44,0.05,3.34,0.36,1,0.11,19,2.01,21.11,2.23,0,0,1,4,0,0,0,2,97,122.8,96.1,203,42.1,24,244,23,187,24,67,23,165,32,5232,169027,3202,234135,6.3,0.7,3.4,79,0
454,Gavin Bazunu,Bazunu,GKP,Southampton,Achilles injury - Expected back 15 Feb,0.1,0,70,566,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,560,56,550,49,523,70,562,0,15,2036,77,23227,0,0,0,504,0
