FPL Name-Team,Player Name,Name in FPL,Position,Team,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),Starts,Minutes Played,Goals,xG,xG per 90,Assists,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Penalties Missed,Penalties Saved,Saves,Saves per 90,Bonus,Total BPS,Influence,Influence Rank (Position),Influence Rank (All),Creativity,Creativity Rank (Position),Creativity Rank (All),Threat,Threat Rank (Position),Threat Rank (All),ICT Index,ICT Index Rank (Position),ICT Index Rank (All),Total Points,Season Value (Points Per Million),Overall Rank by Position,Overall Rank
Pope-Newcastle,Nick Pope,Pope,GK,Newcastle,6.1,3.6,14,81,28,2520,0,0,0,0,0,0,0,0,8,0.29,35,1.25,34.94,1.25,0,1,88,3.14,2,384,666,14,72,10,19,467,0,75,771,67.4,14,242,102,20.4,12,63
Ruddy-Newcastle,John Ruddy,Ruddy,GK,Newcastle,0.3,0,47,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,573,0,26,551,0,5,502,0,46,573,0,0,48,323
Sch‰r-Newcastle,Fabian Sch‰r,Sch‰r,DEF,Newcastle,5,3.5,17,95,33,2935,4,3.94,0.12,2,1.01,0.03,4.95,0.15,11,0.34,42,1.29,37.26,1.14,0,0,0,0,4,440,743.2,17,45,111.5,82,283,346,6,98,119.6,24,115,118,21.5,25,73
Targett-Newcastle,Matt Targett,Targett,DEF,Newcastle,0.3,1,153,456,0,20,0,0,0,0,0.07,0.32,0.07,0.32,0,0,0,0,0.26,1.17,0,0,0,0,0,7,5,185,516,5.6,166,473,0,178,510,1,183,524,2,0.5,123,317
Tonali-Newcastle,Sandro Tonali,Tonali,MID,Newcastle,0.9,2.9,68,155,28,2625,4,4.46,0.15,2,2.77,0.09,7.23,0.24,11,0.38,34,1.17,33.18,1.14,0,0,0,0,10,536,539.4,46,124,496.3,60,78,299,77,115,133.5,60,93,106,19.3,70,220
Trippier-Newcastle,Kieran Trippier,Trippier,DEF,Newcastle,4.4,2.9,43,156,14,1299,0,0.12,0.01,3,1.44,0.1,1.56,0.11,6,0.42,18,1.25,17.05,1.18,0,0,0,0,8,287,319.4,85,231,406.8,19,98,33,127,372,76.1,65,214,72,12.9,29,85
White-Newcastle,Joe White,White,MID,Newcastle,0.1,0,279,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,706,0,278,703,0,269,683,0,278,706,0,0,158,447
Willock-Newcastle,Joe Willock,Willock,MID,Newcastle,0.1,1.4,189,410,11,1065,0,1.65,0.14,2,0.93,0.08,2.58,0.22,4,0.34,16,1.35,15.01,1.27,0,0,0,0,0,139,172.8,152,334,273.8,111,159,197,113,180,63.9,132,256,46,9.8,150,432
Wilson-Newcastle,Callum Wilson,Wilson,FWD,Newcastle,0.2,1.1,50,453,2,355,0,0.36,0.09,0,0.09,0.02,0.45,0.11,0,0,7,1.77,6.07,1.54,0,0,0,0,0,42,13,49,497,42.2,41,376,71,43,308,12.1,44,430,19,2.8,56,353
Pivas-Newcastle,Miodrag Pivaö,Pivas,DEF,Newcastle,0.1,0,237,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,643,0,237,631,0,228,592,0,238,643,0,0,187,539
Osula-Newcastle,William Osula,Osula,FWD,Newcastle,0.2,1.4,42,414,0,124,1,0.16,0.12,0,0.05,0.04,0.21,0.16,0,0,3,2.18,3.18,2.31,0,0,0,0,1,59,42.4,44,447,25.1,48,420,37,48,361,10.5,46,443,19,3.9,63,391
Neave-Newcastle,Sean Neave,Neave,FWD,Newcastle,0,0,75,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,765,0,72,762,0,72,745,0,72,765,0,0,84,678
Alex Moreno-Nott'm Forest,Alex Moreno Lopera,Alex Moreno,DEF,Nott'm Forest,0.4,2.3,73,234,11,952,0,0.17,0.02,1,1.1,0.1,1.27,0.12,3,0.28,16,1.51,13.94,1.32,0,0,0,0,1,126,200.8,116,310,134.5,73,261,29,131,383,36.4,112,337,34,8.1,112,292
Aina-Nott'm Forest,Ola Aina,Aina,DEF,Nott'm Forest,13,3.7,10,70,35,2996,2,0.63,0.02,1,2.25,0.07,2.88,0.09,12,0.36,39,1.17,40.59,1.22,0,0,0,0,15,483,578.2,41,109,282.3,32,157,80,89,297,94.1,43,160,128,24.2,11,32
Anderson-Nott'm Forest,Elliot Anderson,Anderson,MID,Nott'm Forest,0.3,2.9,67,153,33,2726,2,2.04,0.07,6,3.51,0.12,5.55,0.19,13,0.43,37,1.22,40.36,1.33,0,0,0,0,8,526,638.8,25,76,605.2,46,55,308,71,108,155.6,47,69,107,21.4,93,306
Awoniyi-Nott'm Forest,Taiwo Awoniyi,Awoniyi,FWD,Nott'm Forest,0.3,1.2,48,443,3,398,1,2.15,0.49,0,0.12,0.03,2.27,0.52,1,0.23,10,2.26,6.65,1.5,0,0,0,0,0,89,67,41,424,40.9,43,381,118,40,255,21.9,41,392,32,5.8,49,305
Boly-Nott'm Forest,Willy Boly,Boly,DEF,Nott'm Forest,0.1,1,170,476,1,146,0,0.07,0.04,0,0,0,0.07,0.04,0,0,1,0.62,2.68,1.65,0,0,0,0,0,26,51,159,439,0.4,186,506,17,144,409,6.8,166,467,6,1.4,160,449
Bowler-Nott'm Forest,Josh Bowler,Bowler,MID,Nott'm Forest,0,0,272,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,698,0,271,694,0,262,674,0,271,698,0,0,275,673
C.Miguel-Nott'm Forest,Carlos Miguel dos Santos Pereira,C.Miguel,GK,Nott'm Forest,0.1,0,77,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,661,0,67,650,0,49,614,0,77,661,0,0,57,414
Da Silva Moreira-Nott'm Forest,Eric da Silva Moreira,Da Silva Moreira,MID,Nott'm Forest,0.1,1,213,482,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.31,1,0,0,0,0,0,9,5.2,237,514,0.3,249,512,0,246,634,0.6,245,533,2,0.5,168,463
Danilo-Nott'm Forest,Danilo dos Santos de Oliveira,Danilo,MID,Nott'm Forest,0,1.4,190,411,5,270,0,0,0,0,0.01,0,0.01,0,1,0.33,4,1.33,4.86,1.62,0,0,0,0,0,43,34.6,207,459,5,237,476,0,324,756,3.9,229,491,11,2.3,249,632
Dennis-Nott'm Forest,Emmanuel Dennis,Dennis,FWD,Nott'm Forest,0.2,0,78,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,777,0,76,776,0,77,765,0,77,777,0,0,58,365
Dominguez-Nott'm Forest,Nicol·s DomÌnguez,Dominguez,MID,Nott'm Forest,0,1.6,174,375,23,1954,0,1.58,0.07,1,1.58,0.07,3.16,0.14,7,0.32,27,1.24,31.9,1.47,0,0,0,0,0,292,410.2,73,177,247.2,122,178,237,94,147,89.4,94,170,54,11.2,224,580
Elanga-Nott'm Forest,Anthony Elanga,Elanga,MID,Nott'm Forest,9.4,4,21,44,31,2496,6,4.81,0.17,11,5.12,0.18,9.93,0.35,12,0.43,35,1.26,38.74,1.4,0,0,0,0,15,535,627,30,84,785.4,20,24,582,33,52,199.8,24,30,153,27.8,13,42
Gibbs-White-Nott'm Forest,Morgan Gibbs-White,Gibbs-White,MID,Nott'm Forest,7.4,4.5,12,23,34,2806,7,6.31,0.2,11,4.68,0.15,10.99,0.35,13,0.42,34,1.09,41.21,1.32,0,0,0,0,18,594,680.4,20,64,793.7,19,23,632,28,47,210.6,17,22,154,23.7,16,50
Hudson-Odoi-Nott'm Forest,Callum Hudson-Odoi,Hudson-Odoi,MID,Nott'm Forest,1.2,3.3,52,116,25,2190,5,2.52,0.1,3,2.54,0.1,5.06,0.2,11,0.45,23,0.95,27.79,1.14,0,0,0,0,7,454,445.6,65,163,663.9,36,43,405,53,82,151,50,73,103,20.2,59,182
Mighten-Nott'm Forest,Alex Mighten,Mighten,MID,Nott'm Forest,0,0,271,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,697,0,270,693,0,261,673,0,270,697,0,0,287,702
Murillo-Nott'm Forest,Murillo Santiago Costa dos Santos,Murillo,DEF,Nott'm Forest,4.1,3.6,14,79,36,3188,2,1.47,0.04,0,1.15,0.03,2.62,0.07,12,0.34,44,1.24,47.42,1.34,0,0,0,0,18,541,927.2,3,15,211.2,44,200,201,29,176,134,14,92,130,27.7,35,95
N.Williams-Nott'm Forest,Neco Williams,N.Williams,DEF,Nott'm Forest,4,3.1,36,133,28,2588,1,2.29,0.08,3,1.54,0.05,3.83,0.13,10,0.35,31,1.08,38.5,1.34,0,0,0,0,8,435,628.4,31,82,305.3,28,142,244,18,140,118,28,120,109,24.2,36,97
O.Richards-Nott'm Forest,Omar Richards,O.Richards,DEF,Nott'm Forest,0,0,262,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,693,0,262,689,0,260,668,0,263,693,0,0,228,674
O'Brien-Nott'm Forest,Lewis O'Brien,O'Brien,MID,Nott'm Forest,0,0,335,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,782,0,335,780,0,333,774,0,335,782,0,0,345,798
Omobamidele-Nott'm Forest,Andrew Omobamidele,Omobamidele,DEF,Nott'm Forest,0,0,253,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,665,0,253,656,0,247,622,0,254,665,0,0,200,575
Panzo-Nott'm Forest,Jonathan Panzo,Panzo,DEF,Nott'm Forest,0,0,205,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,599,0,203,583,0,192,542,0,205,599,0,0,266,796
SangarÈ-Nott'm Forest,Ibrahim SangarÈ,SangarÈ,MID,Nott'm Forest,1.2,1.5,176,379,7,584,0,0.02,0,1,0.21,0.03,0.23,0.03,2,0.31,6,0.92,8.41,1.3,0,0,0,0,0,107,130.6,171,367,80.3,185,320,21,208,399,23.2,190,386,20,4.7,60,183
Sels-Nott'm Forest,Matz Sels,Sels,GK,Nott'm Forest,19.9,3.9,9,51,38,3420,0,0,0,1,0.26,0.01,0.26,0.01,13,0.34,46,1.21,50.17,1.32,0,0,120,3.16,11,521,942.2,5,12,20.2,6,430,0,77,785,96.7,5,154,150,28.8,2,17
Toffolo-Nott'm Forest,Harry Toffolo,Toffolo,DEF,Nott'm Forest,0.1,1,171,477,1,135,0,0.02,0.01,0,0.01,0.01,0.03,0.02,0,0,2,1.33,2.88,1.92,0,0,0,0,0,18,40.2,165,450,4.1,170,480,6,165,448,5.1,169,483,4,1,188,543
Ui-jo-Nott'm Forest,Hwang Ui-jo,Ui-jo,FWD,Nott'm Forest,0.8,0,66,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,691,0,60,687,0,61,666,0,61,691,0,0,40,231
Wood-Nott'm Forest,Chris Wood,Wood,FWD,Nott'm Forest,30.8,5.6,3,7,35,2958,20,13.42,0.41,3,1.59,0.05,15.01,0.46,15,0.46,37,1.13,40.64,1.24,0,0,0,0,41,744,838.4,5,25,320,14,131,900,9,18,205.6,6,28,200,27.8,2,7
Worrall-Nott'm Forest,Joe Worrall,Worrall,DEF,Nott'm Forest,0,0,263,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,694,0,263,690,0,261,669,0,264,694,0,0,225,664
Yates-Nott'm Forest,Ryan Yates,Yates,MID,Nott'm Forest,0.1,1.9,141,315,18,1901,2,2.41,0.11,2,0.47,0.02,2.88,0.13,6,0.28,27,1.28,27.84,1.32,0,0,0,0,3,306,344.4,94,215,241.1,125,182,265,84,127,85.4,99,186,67,14,146,424
Milenkovi?-Nott'm Forest,Nikola Milenkovi?,Milenkovi?,DEF,Nott'm Forest,18,3.9,4,52,37,3330,5,4.05,0.11,2,0.73,0.02,4.78,0.13,13,0.35,45,1.22,48.95,1.32,0,0,0,0,2,499,805.2,13,33,107.9,87,290,361,4,93,127.2,16,101,145,27.9,6,20
Jota Silva-Nott'm Forest,Jo„o Pedro Ferreira Silva,Jota Silva,MID,Nott'm Forest,0.1,1.7,168,359,5,835,3,2.13,0.23,2,1.87,0.2,4,0.43,1,0.11,16,1.72,12.56,1.35,0,0,0,0,0,212,221.8,130,285,182.9,146,219,239,93,144,64.6,129,252,52,8.8,143,411
Sosa-Nott'm Forest,RamÛn Sosa,Sosa,MID,Nott'm Forest,0.1,1.3,202,428,1,280,1,1.11,0.36,0,0.36,0.12,1.47,0.48,1,0.32,5,1.61,4.81,1.55,0,0,0,0,0,101,87.4,191,408,103,174,293,104,153,269,29.2,183,367,25,4.5,194,521
Morato-Nott'm Forest,Felipe Rodrigues da Silva,Morato,DEF,Nott'm Forest,0.1,1.4,141,409,6,891,0,0.18,0.02,0,0.03,0,0.21,0.02,3,0.3,14,1.41,14.21,1.44,0,0,0,0,2,125,205.2,112,306,10.8,161,457,22,139,396,24,132,384,36,8,161,460
Abbott-Nott'm Forest,Zach Abbott,Abbott,DEF,Nott'm Forest,0,0,234,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,639,0,234,627,0,225,588,0,235,639,0,0,203,582
Hennessey-Nott'm Forest,Wayne Hennessey,Hennessey,GK,Nott'm Forest,0,0,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,591,0,43,572,0,24,531,0,60,591,0,0,70,625
Ramsdale-Southampton,Aaron Ramsdale,Ramsdale,GK,Southampton,1.3,3.2,19,124,30,2700,0,0,0,0,0.04,0,0.04,0,3,0.1,66,2.2,66.34,2.21,0,2,125,4.17,11,315,980.6,3,9,0.1,23,526,0,61,641,98.3,4,150,97,22,24,174
Archer-Southampton,Cameron Archer,Archer,FWD,Southampton,1.1,1.6,40,376,13,1421,2,5.71,0.36,0,0.72,0.05,6.43,0.41,2,0.13,34,2.15,37.31,2.36,1,0,0,0,4,145,125.2,35,370,102.5,32,294,376,28,89,60,30,268,57,11.9,27,191
Ugochukwu-Southampton,Lesley Ugochukwu,Ugochukwu,MID,Southampton,0.3,1.8,150,330,18,1652,1,0.85,0.05,1,0.62,0.03,1.47,0.08,1,0.05,39,2.12,40.28,2.19,0,0,0,0,3,209,265,118,261,211.9,135,199,84,161,289,55.9,143,276,47,10.7,92,304
Fraser-Southampton,Ryan Fraser,Fraser,MID,Southampton,0,0.9,249,531,4,303,0,0.02,0.01,0,0.1,0.03,0.12,0.04,0,0,12,3.56,10.39,3.09,0,0,0,0,0,31,35.8,205,456,26.8,216,414,13,218,426,6.7,218,468,7,1.5,259,647
Amo-Ameyaw-Southampton,Samuel Amo-Ameyaw,Amo-Ameyaw,MID,Southampton,0.1,0.5,255,555,0,26,0,0.02,0.07,0,0.13,0.45,0.15,0.52,0,0,0,0,1.11,3.84,0,0,0,0,0,1,4,239,522,16.1,225,438,6,229,450,2.6,233,499,1,0.2,175,483
Aribo-Southampton,Joe Aribo,Aribo,MID,Southampton,0.1,2.2,108,256,21,2007,3,2.69,0.12,0,1.23,0.06,3.92,0.18,1,0.04,56,2.51,56.51,2.53,0,0,0,0,7,394,386.2,81,190,293,104,149,242,91,142,92.3,92,163,72,14.7,195,523
Armstrong-Southampton,Adam Armstrong,Armstrong,FWD,Southampton,0.5,2.2,30,261,15,1246,2,3.28,0.24,3,0.56,0.04,3.84,0.28,2,0.14,35,2.53,33.47,2.42,1,0,0,0,2,145,154.4,32,348,143.7,27,256,262,31,131,56,32,275,45,8.8,44,261
Bazunu-Southampton,Gavin Bazunu,Bazunu,GK,Southampton,0.1,0,80,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,666,0,75,660,0,59,629,0,80,666,0,0,66,486
Bednarek-Southampton,Jan Bednarek,Bednarek,DEF,Southampton,1.9,2,92,289,30,2531,2,0.65,0.02,0,0.84,0.03,1.49,0.05,3,0.11,57,2.03,57.8,2.06,0,0,0,0,3,283,770.6,16,39,78.3,103,324,71,94,306,91.9,46,165,60,15,55,143
Bella-Kotchap-Southampton,Armel Bella-Kotchap,Bella-Kotchap,DEF,Southampton,0.4,0.5,190,551,2,329,0,0.32,0.09,0,0.01,0,0.33,0.09,0,0,13,3.56,10.67,2.92,0,0,0,0,0,7,64.6,156,428,2.3,176,487,4,167,459,7,164,464,2,0.5,111,291
Bree-Southampton,James Bree,Bree,DEF,Southampton,0.3,1.4,130,396,13,1070,0,0.11,0.01,1,0.71,0.06,0.82,0.07,1,0.08,31,2.61,32.05,2.7,0,0,0,0,0,95,187.4,121,323,159.4,62,240,43,118,352,39,109,329,23,5.9,118,307
Charles-Southampton,Shea Charles,Charles,MID,Southampton,0,0,281,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,708,0,280,705,0,271,685,0,280,708,0,0,261,649
Edozie-Southampton,Samuel Edozie,Edozie,MID,Southampton,0,0.5,257,558,0,64,0,0,0,0,0.15,0.21,0.15,0.21,0,0,0,0,0.31,0.44,0,0,0,0,0,6,9.8,232,502,19,223,435,22,207,397,5.1,226,485,1,0.2,300,721
Edwards-Southampton,Ronnie Edwards,Edwards,DEF,Southampton,0.2,1,154,457,0,12,0,0,0,0,0,0,0,0,0,0,1,7.5,0.32,2.4,0,0,0,0,0,-1,5,186,517,0.1,193,524,0,180,522,0.5,189,534,1,0.3,138,361
Harwood-Bellis-Southampton,Taylor Harwood-Bellis,Harwood-Bellis,DEF,Southampton,4.1,1.6,115,361,32,2824,1,1.78,0.06,0,0.68,0.02,2.46,0.08,3,0.1,65,2.07,68.5,2.18,0,0,0,0,2,268,727,20,52,218.3,41,192,252,16,136,119.9,23,114,55,14.1,34,93
Kamaldeen-Southampton,Kamaldeen Sulemana,Kamaldeen,MID,Southampton,0,2,135,302,17,1394,1,1.39,0.09,2,0.85,0.05,2.24,0.14,3,0.19,36,2.32,35.69,2.3,0,0,0,0,2,163,187.2,146,324,182.4,147,220,290,78,118,65.7,126,247,53,10.6,262,650
Lallana-Southampton,Adam Lallana,Lallana,MID,Southampton,0,1.2,208,440,5,352,0,0.15,0.04,2,0.48,0.12,0.63,0.16,0,0,8,2.05,7.96,2.04,0,0,0,0,1,74,81.2,192,413,82.4,184,319,21,209,400,18.4,194,402,17,3.4,247,629
Larios-Southampton,Juan Larios LÛpez,Larios,DEF,Southampton,0.1,0,199,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,587,0,195,568,0,181,524,0,197,587,0,0,179,505
Lis-Southampton,Mateusz Lis,Lis,GK,Southampton,0.1,0,62,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,598,0,48,582,0,29,541,0,62,598,0,0,68,518
Lumley-Southampton,Joe Lumley,Lumley,GK,Southampton,0.4,2.7,27,180,3,270,0,0,0,0,0,0,0,0,0,0,7,2.33,9.4,3.13,0,0,13,4.33,0,22,102.2,34,397,0,47,577,0,28,536,10.2,34,444,8,2,41,279
Manning-Southampton,Ryan Manning,Manning,DEF,Southampton,0.1,1.4,137,403,18,1458,0,0.34,0.02,2,2.8,0.17,3.14,0.19,1,0.06,35,2.16,36.45,2.25,0,0,0,0,0,162,307.4,88,237,498.3,15,76,71,95,307,87.6,51,175,34,7.9,181,508
Mara-Southampton,SÈkou Mara,Mara,FWD,Southampton,0,0,81,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,787,0,80,786,0,80,779,0,80,787,0,0,82,644
McCarthy-Southampton,Alex McCarthy,McCarthy,GK,Southampton,0.1,2.4,33,217,5,450,0,0,0,0,0,0,0,0,0,0,13,2.6,11.22,2.24,0,0,24,4.8,0,32,166.4,30,337,0,68,651,0,51,616,16.7,31,409,12,2.9,59,421
Onuachu-Southampton,Paul Onuachu,Onuachu,FWD,Southampton,0.3,2,34,300,11,1038,4,3.61,0.31,1,0.26,0.02,3.87,0.33,1,0.09,26,2.25,24.35,2.11,0,0,0,0,4,151,219.8,26,289,127.3,29,269,479,23,67,81.7,26,197,51,10.4,50,312
Smallbone-Southampton,Will Smallbone,Smallbone,MID,Southampton,0,1.4,194,416,6,679,1,0.57,0.08,0,0.89,0.12,1.46,0.2,0,0,22,2.92,19.73,2.62,0,0,0,0,0,119,112.6,181,383,163.3,153,236,64,175,318,33.9,171,346,26,5.2,258,646
Stephens-Southampton,Jack Stephens,Stephens,DEF,Southampton,0.3,1.6,116,362,17,1389,1,0.58,0.04,0,0.26,0.02,0.84,0.06,2,0.13,31,2.01,31.75,2.06,0,0,0,0,2,112,291.8,91,246,71.6,107,332,51,112,336,41.5,101,314,31,7.8,115,296
Stewart-Southampton,Ross Stewart,Stewart,FWD,Southampton,1.7,1.7,39,349,4,382,1,1.15,0.27,0,0.04,0.01,1.19,0.28,1,0.24,9,2.12,9.55,2.25,0,0,0,0,3,59,54.4,43,437,15.4,50,441,96,42,279,16.3,43,415,20,4.5,22,147
Sugawara-Southampton,Sugawara Yukinari,Sugawara,DEF,Southampton,0.1,1.4,133,399,16,1548,1,0.48,0.03,1,2.47,0.14,2.95,0.17,2,0.12,46,2.67,41.15,2.39,0,0,0,0,0,116,315.4,87,234,291.3,31,151,137,60,233,74.2,69,223,43,10.2,147,410
Taylor-Southampton,Charlie Taylor,Taylor,DEF,Southampton,3,0.8,179,536,3,353,0,0,0,0,0.14,0.04,0.14,0.04,0,0,12,3.06,9.81,2.5,0,0,0,0,0,26,102,142,399,27.8,147,411,4,166,458,13.5,148,424,6,1.5,42,111
Walker-Peters-Southampton,Kyle Walker-Peters,Walker-Peters,DEF,Southampton,0.3,1.6,117,363,33,2918,0,0.85,0.03,3,2.3,0.07,3.14,0.1,2,0.06,77,2.37,76.26,2.35,0,0,0,0,3,240,503.8,52,142,406.8,18,97,237,20,146,114.4,31,126,54,12.9,125,321
Wood-Southampton,Nathan Wood-Gordon,Wood,DEF,Southampton,1,1.3,143,419,9,771,0,0.23,0.03,0,0.04,0,0.27,0.03,1,0.12,20,2.33,21.73,2.54,0,0,0,0,2,54,137.8,129,363,20.3,153,428,16,145,414,17.6,141,405,14,3.6,79,202
Cornet-Southampton,Maxwel Cornet,Cornet,MID,Southampton,0,0.5,256,557,1,71,0,0.16,0.2,0,0,0,0.16,0.2,0,0,4,5.07,1.79,2.27,0,0,0,0,0,12,11.6,229,499,3.5,239,482,7,227,446,2.2,236,504,1,0.2,272,666
Downes-Southampton,Flynn Downes,Downes,MID,Southampton,0,1.8,152,333,25,2149,1,0.64,0.03,0,1.41,0.06,2.05,0.09,4,0.17,49,2.05,48.11,2.01,0,0,0,0,0,312,297.6,108,241,292.2,105,150,118,143,253,71,117,231,48,10.2,228,591
Brereton DÌaz-Southampton,Ben Brereton DÌaz,Brereton DÌaz,MID,Southampton,0.1,1.3,199,424,4,446,0,0.9,0.18,0,0.15,0.03,1.05,0.21,0,0,10,2.02,11.43,2.31,0,0,0,0,0,43,21.8,221,479,63.6,196,345,81,166,295,16.8,196,408,13,2.7,155,441
Dibling-Southampton,Tyler Dibling,Dibling,MID,Southampton,1.4,2.1,115,266,20,1863,2,2.6,0.13,2,1.47,0.07,4.07,0.2,3,0.14,50,2.42,49.16,2.37,0,0,0,0,4,247,261,121,265,344.5,84,119,264,85,128,87,98,179,68,15.8,57,173
M.Fernandes-Southampton,Mateus GonÁalo Espanha Fernandes,M.Fernandes,MID,Southampton,0.1,2.6,84,197,34,2911,2,4.12,0.13,4,3.62,0.11,7.74,0.24,5,0.15,66,2.04,70.78,2.19,0,0,0,0,8,513,553.4,42,117,649.5,38,45,372,59,90,157.8,46,65,95,19,188,512
O'Brien-Whitmarsh-Southampton,Joseph O'Brien-Whitmarsh,O'Brien-Whitmarsh,MID,Southampton,0,0,309,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,742,0,308,738,0,300,722,0,308,742,0,0,330,778
Welington-Southampton,Welington Damascena Santos,Welington,DEF,Southampton,0,1.4,132,398,6,478,0,0.04,0.01,0,0.16,0.03,0.2,0.04,1,0.19,10,1.88,11.63,2.19,0,0,0,0,0,53,120.2,132,373,58.4,114,348,11,156,432,19,137,400,14,3.5,238,693
Kayi Sanda-Southampton,Joachim Kayi-Sanda,Kayi Sanda,DEF,Southampton,0,1,168,474,0,12,0,0,0,0,0,0,0,0,0,0,1,7.5,0.22,1.65,0,0,0,0,0,3,3.2,188,527,0.3,189,511,2,175,471,0.6,188,532,2,0.5,244,719
Gr¯nbÊk-Southampton,Albert Gr¯nbÊk,Gr¯nbÊk,MID,Southampton,0,1.5,180,387,2,141,0,0.12,0.08,0,0.01,0.01,0.13,0.09,0,0,3,1.91,5.1,3.26,0,0,0,0,0,13,15.8,226,490,11.4,232,454,9,223,438,3.7,230,492,6,1.2,316,755
Jay Robinson-Southampton,Jay Robinson,Jay Robinson,FWD,Southampton,0,1.2,44,435,1,134,0,0.07,0.05,0,0.53,0.36,0.6,0.41,0,0,2,1.34,3.17,2.13,0,0,0,0,0,19,21.8,46,478,34.4,45,392,29,50,384,8.6,47,451,5,1.1,76,560
Moore-Southampton,Jayden Moore,Moore,DEF,Southampton,0,0,216,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,618,0,215,605,0,204,564,0,217,618,0,0,268,803
Solanke-Spurs,Dominic Solanke-Mitchell,Solanke,FWD,Spurs,4.7,4,14,48,25,2199,9,10.89,0.45,5,1.13,0.05,12.02,0.5,4,0.16,43,1.76,40.14,1.64,0,0,0,0,7,404,505.8,16,139,199.8,22,210,729,14,33,142.1,18,85,108,14.8,17,81
A.Phillips-Spurs,Ashley Phillips,A.Phillips,DEF,Spurs,0.1,0,233,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,638,0,233,626,0,224,587,0,234,638,0,0,146,406
Austin-Spurs,Brandon Austin,Austin,GK,Spurs,0.4,1,43,464,1,90,0,0,0,0,0,0,0,0,0,0,2,2,2.53,2.53,0,0,2,2,0,7,20,42,483,0,49,584,0,30,543,2,42,507,1,0.2,40,274
Bentancur-Spurs,Rodrigo Bentancur,Bentancur,MID,Spurs,0.1,1.9,144,318,21,1640,2,1.36,0.07,0,1.02,0.06,2.38,0.13,3,0.16,26,1.43,26.87,1.47,0,0,0,0,1,293,324.6,103,229,208.5,137,203,165,125,207,70.2,119,233,49,10,157,443
Bergvall-Spurs,Lucas Bergvall,Bergvall,MID,Spurs,0.8,1.6,169,368,11,1200,0,0.71,0.05,2,0.82,0.06,1.53,0.11,3,0.23,25,1.88,24.33,1.82,0,0,0,0,0,216,237.2,125,276,218.7,131,190,97,154,277,55,145,278,44,10,73,230
Bissouma-Spurs,Yves Bissouma,Bissouma,MID,Spurs,0.2,1.8,154,335,16,1396,2,0.64,0.04,0,0.48,0.03,1.12,0.07,3,0.19,28,1.81,26.38,1.7,0,0,0,0,4,258,283.8,112,250,133.8,161,262,59,178,324,48,151,296,50,10.4,106,337
Bryan-Spurs,Bryan Gil Salvatierra,Bryan,MID,Spurs,0,0,336,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,783,0,336,782,0,334,775,0,336,783,0,0,341,793
